
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2025;;;;;;;
 8787704127753 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;QUADRA 13, N. SN, Apto 103, 1 PAV, BL E,  LT 01, RUA 09 ;62.338,93;120.833,00;48.41;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704127753
 8787706328357 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;RUA RP5, N. SN, Apto 101, BL B LT 1 QD 08 ;62.425,08;121.000,00;48.41;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706328357
 8444423807510 ;GO ;LUZIANIA ;CENTRO ;QUADRA  C 1, N. 1, LT 17 LOT CIDADE JARDIM MARILIA ;78.559,97;152.000,00;48.32;Casa, 0.00 de área total, 69.54 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423807510
 8444423827430 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 59, N. SN, Apto 202, 0 ;78.043,12;151.000,00;48.32;Apartamento, 0.00 de área total, 66.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423827430
 8444408929872 ;GO ;LUZIANIA ;JARDIM ZULEIKA ;RUA ITU, N. 0, Apto 101, TERREO ;80.110,49;155.000,00;48.32;Apartamento, 0.00 de área total, 67.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408929872
 8444416616110 ;GO ;LUZIANIA ;PARQUE SOL NASCENTE ;RUA 23, N. 0, QUADRA 55  LOTE 08 ;90.996,96;176.000,00;48.30;Casa, 0.00 de área total, 102.25 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416616110
 8444401630669 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;AVENIDA 2, N. SN, LT 6D, QD 478 ;49.351,68;95.000,00;48.06;Casa, 0.00 de área total, 58.42 de área privativa, 165.75 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401630669
 8080410009042 ;GO ;LUZIANIA ;CIDADE OSFAYA ;QUADRA 5, N. SN, LT 33 QD 05 RUA CARTAGO ;45.715,23;88.000,00;48.06;Casa, 0.00 de área total, 42.17 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8080410009042
 8555504029374 ;GO ;LUZIANIA ;CIDADE OSFAYA ;RUA CARTAGOS, N. SN, LT 05  QD 03 ;48.312,69;93.000,00;48.06;Casa, 0.00 de área total, 42.17 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504029374
 8444404036989 ;GO ;LUZIANIA ;MANSOES DE RECREIO ESTRELA DALVA IV ;RUA 28, N. SN, CS 02 LT 10A QD 149 ;44.156,76;85.000,00;48.06;Casa, 0.00 de área total, 58.28 de área privativa, 112.40 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404036989
 8444404857028 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA III ;QUADRA 185, N. SN, LT 10 ;65.496,20;126.000,00;48.02;Casa, 0.00 de área total, 60.85 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404857028
 8444401458599 ;GO ;LUZIANIA ;JARDIM DO INGA GLEBA B ;RUA ARNALDO MORATO TEIXEIRA, N. 0, CASA 01 ;96.186,79;185.000,00;48.01;Casa, 0.00 de área total, 57.47 de área privativa, 232.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401458599
 8444401656404 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;RUA 355, N. SN, Apto CS 0, LT 19 QD 530 ;69.338,98;133.000,00;47.87;Apartamento, 0.00 de área total, 67.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401656404
 8444414603797 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 315, N. SN, CS 02 LT 08  RUA 104 ;69.860,34;134.000,00;47.87;Casa, 0.00 de área total, 72.18 de área privativa, 180.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414603797
 8444422012808 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 185, N. SN, Apto 102, QD 17 LT 185 R 135 ;67.774,95;130.000,00;47.87;Apartamento, 0.00 de área total, 61.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422012808
 8444425238246 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 182, N. 0, CASA 01 LT 17 QD 348 ;70.903,02;136.000,00;47.87;Casa, 0.00 de área total, 81.37 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425238246
 8444427784116 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 197, N. 0, Apto 203, LT 20 QD 282 ;70.381,68;135.000,00;47.87;Apartamento, 0.00 de área total, 49.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427784116
 8787710227454 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 50, N. 0, Apto 102, LT 03 QD 38  VG 102 ;70.485,94;135.200,00;47.87;Apartamento, 0.00 de área total, 73.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710227454
 8444416621890 ;GO ;LUZIANIA ;PARQUE ALVORADA I ;RUA 19, N. SN, CS 02 VG 02 ;70.381,68;135.000,00;47.87;Casa, 0.00 de área total, 61.43 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416621890
 8444425324975 ;GO ;LUZIANIA ;VERA CRUZ ;QUADRA 4, N. 0, CS 02 QD 04 LT A1 R PERNAMBUCO VG 02 ;69.860,34;134.000,00;47.87;Casa, 0.00 de área total, 71.40 de área privativa, 173.49 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425324975
 8787704671666 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;RUA 9, N. SN, Apto 303, BL A ;67.774,95;130.000,00;47.87;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704671666
 8787706703824 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;QUADRA 11 RUA RP3, N. SN, Apto 403, 3 PAV BL F LT 1 ;69.338,98;133.000,00;47.87;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706703824
 8787707758860 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;RUA RP5, N. SN, Apto 103, BLD QD08 LT01 ;70.121,00;134.500,00;47.87;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707758860
 8787707922716 ;GO ;LUZIANIA ;LOTEAMENTO RAQUEL PIMENTEL ;QUADRA 9, N. SN, Apto 103, BL H LT 01 QD 09 ;69.338,98;133.000,00;47.87;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707922716
 8444424606659 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 78, N. SN, Apto 202, LT 13 - RUA 227 - 2 PAV ;85.320,49;163.000,00;47.66;Apartamento, 0.00 de área total, 67.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424606659
 1555525604728 ;GO ;LUZIANIA ;PARQUE ALVORADA II ;RUA 70, N. 0, QD 261, LT 07 ;78.807,30;150.000,00;47.47;Terreno, 0.00 de área total, 0.00 de área privativa, 1761.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555525604728
 8444402501048 ;GO ;LUZIANIA ;PARQUE INDUSTRIAL MINGONE ;QUADRA 138, N. SN, CS 02 LT H RUA 37 ;75.876,00;144.000,00;47.31;Casa, 0.00 de área total, 64.39 de área privativa, 192.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402501048
 8444417162708 ;GO ;LUZIANIA ;PARQUE INDUSTRIAL MINGONE ;RUA 1, N. SN, Apto 102, LOTE C  QD 23 ;79.037,50;150.000,00;47.31;Apartamento, 0.00 de área total, 68.15 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417162708
 8444418697192 ;GO ;LUZIANIA ;JARDIM DO INGA ;RUA PORTUGAL, N. 0, Apto 2, QD 96 LT 09 VG 02 ;73.768,33;140.000,00;47.31;Apartamento, 0.00 de área total, 66.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418697192
 8444427018375 ;GO ;LUZIANIA ;JARDIM DO INGA ;RUA LUZIANIA, N. SN, Apto 201, QD 88 LT 72 ;74.822,17;142.000,00;47.31;Apartamento, 0.00 de área total, 65.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427018375
 8444418080730 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;QUADRA 525, N. SN, CS 02 R 356 ;74.295,25;141.000,00;47.31;Casa, 0.00 de área total, 58.17 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418080730
 8787701335592 ;GO ;LUZIANIA ;CIDADE OSFAYA ;QUADRA 20, N. SN, Apto 201, 1PAV, BL F, LT A1 TAREK ;74.822,17;142.000,00;47.31;Apartamento, 0.00 de área total, 50.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701335592
 8444408856620 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 171, N. SN, CS 02 LT 07 QD 293 ;74.822,17;142.000,00;47.31;Casa, 0.00 de área total, 65.02 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408856620
 8444424553741 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 125, N. SN, Apto 302, QD 125 LT 01 R 75 VG 302 ;75.349,08;143.000,00;47.31;Apartamento, 0.00 de área total, 57.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424553741
 8444426475756 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA RUA 39, N. 0, Apto 102, LT 16 QD 21 ;76.402,92;145.000,00;47.31;Apartamento, 0.00 de área total, 52.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426475756
 8444420116649 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 107, N. SN, Apto 302, LT 17 QD 299 ;65.749,83;124.000,00;46.98;Apartamento, 0.00 de área total, 53.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420116649
 1555530743897 ;GO ;LUZIANIA ;RESIDENCIAL ALTO DAS CARAIBAS ;RUA SEBASTIA CLARO CARNEIRO DE MENDONCA, N. 0, Apto 402, EDIFICIO 1C  PAVIMENTOS 4 E 5 ;138.911,34;260.000,00;46.58;Apartamento, 0.00 de área total, 111.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555530743897
 1318900000993 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;RUA 224, N. SN, LOTE 18, QUADRA 137 ;179.516,19;336.000,00;46.58;Casa, 0.00 de área total, 126.55 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1318900000993
 8444402247559 ;GO ;LUZIANIA ;JARDIM PLANALTO ;AV DE PENETRACAO I, N. 08, QD 45 LT 17 ;48.194,90;90.000,00;46.46;Casa, 0.00 de área total, 55.13 de área privativa, 1052.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402247559
 8444427808899 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA VIII ;RUA 142, N. SN, LT 03 QD 111 ;70.729,24;132.000,00;46.42;Casa, 0.00 de área total, 62.37 de área privativa, 337.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427808899
 8444402651074 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;RUA 162, N. CS 01, LT 08 QD 423 ;60.120,73;112.000,00;46.33;Casa, 0.00 de área total, 77.81 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402651074
 8444425401597 ;GO ;LUZIANIA ;JARDIM SION ;RUA RODOVALHO RORIZ, N. SN, QD 14 LT 10A ;83.940,76;155.000,00;45.85;Casa, 0.00 de área total, 91.40 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425401597
 8555512394892 ;GO ;LUZIANIA ;DISTRITO INDUSTRIAL ;QUADRA 7, N. SN, LT 22 - RUA 13 ;119.336,24;220.000,00;45.76;Casa, 0.00 de área total, 115.51 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512394892
 8444401059970 ;GO ;LUZIANIA ;PARQUE INDUSTRIAL MINGONE ;AVENIDA 02 QD07, N. SN, CS04 LTB ;57.868,31;106.600,00;45.72;Casa, 0.00 de área total, 55.25 de área privativa, 81.33 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401059970
 8555519029766 ;GO ;LUZIANIA ;PARQUE INDUSTRIAL MINGONE ;QUADRA 110, N. SN, CS 2 RUA 46 ;59.714,02;110.000,00;45.72;Casa, 0.00 de área total, 59.99 de área privativa, 178.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519029766
 8787700224460 ;GO ;LUZIANIA ;CIDADE OSFAYA ;RUA TAREK, N. SN, Apto 204, BLOCO B LOTE A1 QUADRA 20 ;57.542,61;106.000,00;45.72;Apartamento, 0.00 de área total, 50.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700224460
 8444414701098 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;QUADRA 461, N. SN, CS 02 R 321 LT 02 ;70.701,10;130.000,00;45.62;Casa, 0.00 de área total, 59.85 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414701098
 8444404532188 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 50, N. SN, CS 02 RUA 19 ;72.332,66;133.000,00;45.62;Casa, 58.56 de área total, 0.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404532188
 8444401509690 ;GO ;LUZIANIA ;CHACARAS MARAJOARA ;RUA JUIZ DE FORA, N. 8, CHACARA 18 QD 7 ;64.259,43;118.000,00;45.55;Casa, 0.00 de área total, 59.64 de área privativa, 155.18 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401509690
 8444401147399 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IV ;RUA 37, N. 1, QD 278LT 46 ;65.348,57;120.000,00;45.55;Casa, 0.00 de área total, 58.37 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401147399
 8444400187133 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA VIII ;QUADRA 101, N. SN, CS 02, LT 08, RUA 57 ;58.828,80;108.000,00;45.53;Casa, 0.00 de área total, 56.84 de área privativa, 168.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400187133
 8444401095488 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA VIII ;RUA 139, N. SN, LT 20, QD 106, CASA 02 ;61.007,64;112.000,00;45.53;Casa, 0.00 de área total, 60.46 de área privativa, 168.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401095488
 8787706652243 ;GO ;LUZIANIA ;CENTRO ;RUA RAQUEL PIMENTEL, N. SN, Apto 101, TERREO BLC H QD 07 ;60.462,93;111.000,00;45.53;Apartamento, 0.00 de área total, 46.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706652243
 8444400202370 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA IX ;QUADRA 288, N. SN, LT 13 ;58.828,80;108.000,00;45.53;Casa, 0.00 de área total, 70.00 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400202370
 8555503808809 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA VIII ;RUA 137, N. SN, CS 02, LT 03, QD 101 ;63.396,10;116.000,00;45.35;Casa, 0.00 de área total, 56.84 de área privativa, 337.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555503808809
 8555506910418 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA VIII ;RUA 116, N. 0, LT 14, QD 92 ;67.768,24;124.000,00;45.35;Casa, 0.00 de área total, 57.13 de área privativa, 168.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555506910418
 8555513714491 ;GO ;LUZIANIA ;PARQUE ESTRELA DALVA X ;RUA 277, N. SN, CS 02 L16 Q 425 ;67.768,24;124.000,00;45.35;Casa, 0.00 de área total, 55.77 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513714491
 8444404126325 ;GO ;LUZIANIA ;CHACARAS MARAJOARA ;RUA UBERLANDIA, N. SN, CS 4 LT 7 QD 21 ;64.489,14;118.000,00;45.35;Casa, 0.00 de área total, 55.02 de área privativa, 150.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404126325
